,Season,TeamID,Opponent_PointDiff
0,1985,1102,131.21428571428572
1,1985,1103,105.26666666666667
2,1985,1104,147.0
3,1985,1106,164.35714285714286
4,1985,1108,133.53333333333333
5,1985,1109,148.52631578947367
6,1985,1110,153.58823529411765
7,1985,1111,147.69230769230768
8,1985,1112,146.66666666666666
9,1985,1113,171.33333333333334
10,1985,1114,160.125
11,1985,1116,175.72727272727272
12,1985,1117,165.73333333333332
13,1985,1119,124.38888888888889
14,1985,1120,183.9375
15,1985,1121,143.75
16,1985,1122,129.6153846153846
17,1985,1123,123.88888888888889
18,1985,1124,134.6
19,1985,1126,134.0625
20,1985,1129,141.0
21,1985,1130,160.76470588235293
22,1985,1131,139.35294117647058
23,1985,1132,116.76470588235294
24,1985,1133,153.88235294117646
25,1985,1134,99.29411764705883
26,1985,1135,83.26315789473684
27,1985,1137,114.2
28,1985,1139,123.6923076923077
29,1985,1140,164.31578947368422
30,1985,1141,113.28571428571429
31,1985,1143,138.28571428571428
32,1985,1144,166.3125
33,1985,1145,129.88235294117646
34,1985,1147,186.07692307692307
35,1985,1149,135.875
36,1985,1150,153.8235294117647
37,1985,1151,127.1875
38,1985,1152,139.05
39,1985,1153,183.41176470588235
40,1985,1154,124.5
41,1985,1155,167.66666666666666
42,1985,1156,100.6
43,1985,1159,138.23076923076923
44,1985,1160,162.2941176470588
45,1985,1161,141.35294117647058
46,1985,1162,131.11111111111111
47,1985,1163,143.3684210526316
48,1985,1165,122.29411764705883
49,1985,1166,181.875
50,1985,1168,134.41176470588235
51,1985,1171,84.5
52,1985,1172,150.05555555555554
53,1985,1173,179.56521739130434
54,1985,1174,132.8235294117647
55,1985,1175,117.3125
56,1985,1177,164.16666666666666
57,1985,1178,164.6315789473684
58,1985,1179,127.6875
59,1985,1180,150.05
60,1985,1181,175.15
61,1985,1182,165.6
62,1985,1183,98.94117647058823
63,1985,1184,119.75
64,1985,1185,148.8235294117647
65,1985,1186,137.6
66,1985,1187,177.4375
67,1985,1190,113.77777777777777
68,1985,1191,144.83333333333334
69,1985,1192,107.52941176470588
70,1985,1193,135.05263157894737
71,1985,1196,165.375
72,1985,1197,133.8
73,1985,1199,196.21428571428572
74,1985,1200,138.05
75,1985,1201,143.94117647058823
76,1985,1202,129.23529411764707
77,1985,1203,122.88235294117646
78,1985,1204,120.23076923076923
79,1985,1206,141.1578947368421
80,1985,1207,180.1875
81,1985,1208,166.4375
82,1985,1209,169.8125
83,1985,1210,196.1
84,1985,1211,132.16666666666666
85,1985,1212,131.08333333333334
86,1985,1215,121.5
87,1985,1216,149.0
88,1985,1217,96.57142857142857
89,1985,1218,173.11111111111111
90,1985,1220,117.52941176470588
91,1985,1221,130.57894736842104
92,1985,1222,164.52941176470588
93,1985,1223,135.66666666666666
