,Season,TeamID,Opponent_WinPct
0,1985,1102,5.305039787798409
1,1985,1103,0.0
2,1985,1104,19.711450745933504
3,1985,1106,11.607142857142858
4,1985,1108,11.160714285714286
5,1985,1109,0.0
6,1985,1110,21.841931216931215
7,1985,1111,25.28735632183908
8,1985,1112,0.0
9,1985,1113,23.85984427141268
10,1985,1114,27.777777777777775
11,1985,1116,62.2404847243557
12,1985,1117,0.0
13,1985,1119,0.0
14,1985,1120,0.0
15,1985,1121,0.0
16,1985,1122,0.0
17,1985,1123,0.0
18,1985,1124,0.0
19,1985,1126,0.0
20,1985,1129,0.0
21,1985,1130,0.0
22,1985,1131,0.0
23,1985,1132,0.0
24,1985,1133,0.0
25,1985,1134,0.0
26,1985,1135,0.0
27,1985,1137,0.0
28,1985,1139,0.0
29,1985,1140,0.0
30,1985,1141,0.0
31,1985,1143,0.0
32,1985,1144,0.0
33,1985,1145,0.0
34,1985,1147,0.0
35,1985,1149,0.0
36,1985,1150,0.0
37,1985,1151,0.0
38,1985,1152,0.0
39,1985,1153,0.0
40,1985,1154,0.0
41,1985,1155,0.0
42,1985,1156,0.0
43,1985,1159,0.0
44,1985,1160,0.0
45,1985,1161,0.0
46,1985,1162,0.0
47,1985,1163,0.0
48,1985,1165,0.0
49,1985,1166,0.0
50,1985,1168,0.0
51,1985,1171,0.0
52,1985,1172,0.0
53,1985,1173,0.0
54,1985,1174,0.0
55,1985,1175,0.0
56,1985,1177,0.0
57,1985,1178,0.0
58,1985,1179,0.0
59,1985,1180,0.0
60,1985,1181,0.0
61,1985,1182,0.0
62,1985,1183,0.0
63,1985,1184,0.0
64,1985,1185,0.0
65,1985,1186,0.0
66,1985,1187,0.0
67,1985,1190,0.0
68,1985,1191,0.0
69,1985,1192,0.0
70,1985,1193,0.0
71,1985,1196,0.0
72,1985,1197,0.0
73,1985,1199,0.0
74,1985,1200,0.0
75,1985,1201,0.0
76,1985,1202,0.0
77,1985,1203,0.0
78,1985,1204,0.0
79,1985,1206,0.0
80,1985,1207,0.0
81,1985,1208,0.0
82,1985,1209,0.0
83,1985,1210,0.0
84,1985,1211,0.0
85,1985,1212,0.0
86,1985,1215,0.0
87,1985,1216,0.0
88,1985,1217,0.0
89,1985,1218,0.0
90,1985,1220,0.0
91,1985,1221,0.0
92,1985,1222,0.0
93,1985,1223,0.0
94,1985,1224,0.0
95,1985,1225,0.0
96,1985,1226,0.0
97,1985,1227,0.0
98,1985,1228,0.0
99,1985,1229,0.0
100,1985,1231,0.0
101,1985,1232,0.0
102,1985,1233,0.0
103,1985,1234,0.0
104,1985,1235,0.0
105,1985,1238,0.0
106,1985,1239,0.0
107,1985,1241,0.0
108,1985,1242,0.0
109,1985,1243,0.0
110,1985,1245,0.0
111,1985,1246,0.0
112,1985,1247,0.0
113,1985,1248,0.0
114,1985,1249,0.0
115,1985,1250,0.0
116,1985,1253,0.0
117,1985,1254,0.0
118,1985,1256,0.0
119,1985,1257,0.0
120,1985,1258,0.0
121,1985,1259,0.0
122,1985,1260,0.0
123,1985,1261,0.0
124,1985,1263,0.0
125,1985,1264,0.0
126,1985,1265,0.0
127,1985,1266,0.0
128,1985,1267,0.0
129,1985,1268,0.0
130,1985,1269,0.0
131,1985,1270,0.0
132,1985,1271,0.0
133,1985,1272,0.0
134,1985,1273,0.0
135,1985,1275,0.0
136,1985,1276,0.0
137,1985,1277,0.0
138,1985,1278,0.0
139,1985,1279,0.0
140,1985,1280,0.0
141,1985,1281,0.0
142,1985,1283,0.0
143,1985,1284,0.0
144,1985,1285,0.0
145,1985,1286,0.0
146,1985,1287,0.0
147,1985,1288,0.0
148,1985,1290,0.0
149,1985,1292,0.0
150,1985,1293,0.0
151,1985,1296,0.0
152,1985,1298,0.0
153,1985,1299,0.0
154,1985,1301,0.0
155,1985,1304,0.0
156,1985,1305,0.0
157,1985,1306,0.0
158,1985,1307,0.0
159,1985,1308,0.0
160,1985,1309,0.0
161,1985,1310,0.0
162,1985,1311,0.0
163,1985,1314,0.0
164,1985,1317,0.0
165,1985,1318,0.0
166,1985,1319,0.0
167,1985,1320,0.0
168,1985,1321,0.0
169,1985,1322,0.0
170,1985,1323,0.0
171,1985,1325,0.0
172,1985,1326,0.0
173,1985,1327,0.0
174,1985,1328,0.0
175,1985,1329,0.0
176,1985,1330,0.0
177,1985,1331,0.0
178,1985,1332,0.0
179,1985,1333,0.0
180,1985,1334,0.0
181,1985,1335,0.0
182,1985,1336,0.0
183,1985,1337,0.0
184,1985,1338,0.0
185,1985,1339,0.0
186,1985,1341,0.0
187,1985,1343,0.0
188,1985,1344,0.0
189,1985,1345,0.0
190,1985,1347,0.0
191,1985,1348,0.0
192,1985,1349,0.0
193,1985,1350,0.0
194,1985,1351,0.0
195,1985,1352,0.0
196,1985,1353,0.0
197,1985,1354,0.0
198,1985,1356,0.0
199,1985,1359,0.0
200,1985,1360,0.0
201,1985,1361,0.0
202,1985,1363,0.0
203,1985,1364,0.0
204,1985,1365,0.0
205,1985,1368,0.0
206,1985,1371,0.0
207,1985,1373,0.0
208,1985,1374,0.0
209,1985,1375,0.0
210,1985,1376,0.0
211,1985,1378,0.0
212,1985,1379,0.0
213,1985,1380,0.0
214,1985,1382,0.0
215,1985,1383,0.0
216,1985,1384,0.0
217,1985,1385,0.0
218,1985,1386,0.0
219,1985,1387,0.0
220,1985,1388,0.0
221,1985,1389,0.0
222,1985,1390,0.0
223,1985,1391,0.0
224,1985,1393,0.0
225,1985,1395,0.0
226,1985,1396,0.0
227,1985,1397,0.0
228,1985,1398,0.0
229,1985,1399,0.0
230,1985,1400,0.0
231,1985,1401,0.0
232,1985,1402,0.0
233,1985,1403,0.0
234,1985,1405,0.0
235,1985,1406,0.0
236,1985,1408,0.0
237,1985,1409,0.0
238,1985,1410,0.0
239,1985,1411,0.0
240,1985,1412,0.0
241,1985,1414,0.0
242,1985,1416,0.0
243,1985,1417,0.0
