,Season,TeamID,Opponent_WinPct
0,1985,1292,75.0
1,1985,1298,66.66666666666667
2,1985,1299,75.0
3,1985,1301,65.55555555555556
4,1985,1305,75.0
5,1985,1314,72.22222222222223
6,1985,1318,66.66666666666667
7,1985,1323,75.0
8,1985,1325,50.0
9,1985,1326,66.66666666666667
10,1985,1328,65.55555555555556
11,1985,1330,50.0
12,1985,1333,50.0
13,1985,1335,80.0
14,1985,1337,50.0
15,1985,1338,66.66666666666667
16,1985,1345,66.66666666666667
17,1985,1104,62.5
18,1985,1361,50.0
19,1985,1112,66.66666666666667
20,1985,1116,80.0
21,1985,1374,66.66666666666667
22,1985,1120,62.5
23,1985,1380,80.0
24,1985,1385,68.75
25,1985,1130,65.0
26,1985,1393,75.0
27,1985,1396,83.33333333333333
28,1985,1403,66.66666666666667
29,1985,1409,50.0
30,1985,1412,80.0
31,1985,1424,66.66666666666667
32,1985,1425,50.0
33,1985,1173,100.0
34,1985,1431,75.0
35,1985,1433,66.66666666666667
36,1985,1177,50.0
37,1985,1181,66.66666666666667
38,1985,1437,71.0
39,1985,1439,50.0
40,1985,1192,50.0
41,1985,1449,66.66666666666667
42,1985,1455,50.0
43,1985,1207,74.33333333333334
44,1985,1208,66.66666666666667
45,1985,1210,66.66666666666667
46,1985,1228,62.5
47,1985,1229,75.0
48,1985,1233,66.66666666666667
49,1985,1234,50.0
50,1985,1235,50.0
51,1985,1242,66.66666666666667
52,1985,1246,65.0
53,1985,1250,83.33333333333333
54,1985,1256,62.5
55,1985,1260,66.66666666666666
56,1985,1261,50.0
57,1985,1267,50.0
58,1985,1268,75.0
59,1985,1272,72.91666666666667
60,1985,1273,75.0
61,1985,1275,66.66666666666667
62,1985,1276,100.0
63,1985,1277,50.0
64,1986,1281,50.0
65,1986,1286,50.0
66,1986,1290,83.33333333333333
67,1986,1298,66.66666666666667
68,1986,1299,80.0
69,1986,1301,65.55555555555556
70,1986,1304,50.0
71,1986,1314,75.0
72,1986,1318,50.0
73,1986,1323,50.0
74,1986,1328,66.66666666666667
75,1986,1330,83.33333333333333
76,1986,1337,50.0
77,1986,1345,80.0
78,1986,1350,50.0
79,1986,1103,50.0
80,1986,1104,62.5
81,1986,1112,75.0
82,1986,1114,75.0
83,1986,1120,72.22222222222223
84,1986,1123,50.0
85,1986,1385,75.0
86,1986,1386,66.66666666666667
87,1986,1133,100.0
88,1986,1135,50.0
89,1986,1393,75.0
90,1986,1396,80.0
91,1986,1403,50.0
92,1986,1409,75.0
93,1986,1412,66.66666666666667
94,1986,1156,62.5
95,1986,1419,66.66666666666667
96,1986,1424,62.5
97,1986,1428,66.66666666666667
98,1986,1172,75.0
99,1986,1431,50.0
100,1986,1177,66.66666666666666
101,1986,1180,100.0
102,1986,1181,74.33333333333334
103,1986,1437,66.66666666666667
104,1986,1438,66.66666666666667
105,1986,1439,50.0
106,1986,1443,75.0
107,1986,1449,66.66666666666667
108,1986,1193,50.0
109,1986,1452,50.0
110,1986,1462,66.66666666666667
111,1986,1207,66.66666666666667
112,1986,1210,65.0
113,1986,1228,66.66666666666667
114,1986,1231,66.66666666666667
115,1986,1234,75.0
116,1986,1235,62.5
117,1986,1239,50.0
118,1986,1242,68.75
119,1986,1246,65.55555555555556
120,1986,1257,71.0
121,1986,1261,72.91666666666667
122,1986,1265,66.66666666666667
123,1986,1268,66.66666666666667
124,1986,1272,80.0
125,1986,1275,66.66666666666667
126,1986,1276,66.66666666666667
127,1986,1277,65.0
128,1987,1281,50.0
129,1987,1283,66.66666666666667
130,1987,1292,66.66666666666667
131,1987,1298,50.0
132,1987,1299,66.66666666666667
133,1987,1301,66.66666666666667
134,1987,1309,66.66666666666667
135,1987,1314,66.66666666666667
136,1987,1318,50.0
137,1987,1323,62.5
138,1987,1326,75.0
139,1987,1328,62.5
140,1987,1335,75.0
141,1987,1338,66.66666666666667
142,1987,1344,68.75
143,1987,1345,66.66666666666667
144,1987,1104,65.0
145,1987,1360,50.0
146,1987,1365,75.0
147,1987,1112,50.0
148,1987,1120,100.0
149,1987,1122,80.0
150,1987,1380,50.0
151,1987,1385,66.66666666666667
152,1987,1393,74.33333333333334
153,1987,1137,75.0
154,1987,1395,66.66666666666667
155,1987,1396,75.0
156,1987,1140,50.0
157,1987,1141,50.0
158,1987,1401,66.66666666666667
159,1987,1409,66.66666666666667
160,1987,1155,50.0
161,1987,1412,80.0
162,1987,1417,66.66666666666667
163,1987,1424,72.91666666666667
164,1987,1431,75.0
165,1987,1177,62.5
166,1987,1181,75.0
167,1987,1438,66.66666666666667
168,1987,1443,83.33333333333333
169,1987,1193,100.0
170,1987,1196,66.66666666666666
171,1987,1452,50.0
172,1987,1455,50.0
173,1987,1204,83.33333333333333
174,1987,1461,65.0
175,1987,1462,66.66666666666667
176,1987,1207,65.55555555555556
177,1987,1208,50.0
178,1987,1210,75.0
179,1987,1222,66.66666666666667
180,1987,1226,80.0
181,1987,1228,50.0
182,1987,1231,71.0
183,1987,1234,65.55555555555556
184,1987,1242,62.5
185,1987,1243,80.0
186,1987,1246,50.0
187,1987,1256,66.66666666666667
188,1987,1261,72.22222222222223
189,1987,1265,50.0
190,1987,1267,50.0
191,1987,1276,75.0
192,1988,1281,66.66666666666667
193,1988,1283,50.0
194,1988,1293,100.0
195,1988,1299,50.0
196,1988,1301,50.0
197,1988,1314,65.55555555555556
198,1988,1317,75.0
